countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Chile,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,1st,,,,,,,,,,,,,,,,,,,495.35,475.37,555.7,591.26,682.22,734.27,502.08,603.99,739.95,852.96,938.64,943.52,945.91,1021.0,1108.0,1145.0,1176.0,1121.0,1010.0,652.34,849.88,708.52,
Colombia,2nd,,,,,,,,,,,,,,,,,,,1387.0,1276.0,1364.0,1351.0,1532.0,1590.0,1414.0,1542.0,1673.0,1833.0,2016.0,2022.0,2102.0,2220.0,2330.0,2346.0,2433.0,2377.0,2209.0,1771.0,1935.0,1914.0,
Colombia,3rd,,,,,,,,,,,,,,,,,,,2081.0,1947.0,2056.0,2053.0,2234.0,2248.0,2174.0,2313.0,2466.0,2650.0,2845.0,2918.0,3024.0,3178.0,3274.0,3300.0,3327.0,3332.0,3206.0,2734.0,2885.0,2942.0,
Colombia,4th,,,,,,,,,,,,,,,,,,,2660.0,2500.0,2653.0,2627.0,2843.0,2882.0,2882.0,3013.0,3182.0,3364.0,3611.0,3735.0,3920.0,4086.0,4161.0,4175.0,4192.0,4201.0,4051.0,3571.0,3697.0,3796.0,
Colombia,5th,,,,,,,,,,,,,,,,,,,3307.0,3167.0,3314.0,3257.0,3520.0,3599.0,3676.0,3871.0,3946.0,4194.0,4513.0,4704.0,4927.0,5110.0,5220.0,5182.0,5229.0,5237.0,5086.0,4403.0,4561.0,4719.0,
Colombia,6th,,,,,,,,,,,,,,,,,,,4074.0,4003.0,4158.0,4105.0,4420.0,4479.0,4700.0,4883.0,4980.0,5299.0,5691.0,5892.0,6179.0,6441.0,6503.0,6449.0,6448.0,6493.0,6332.0,5488.0,5647.0,5924.0,
Colombia,7th,,,,,,,,,,,,,,,,,,,5118.0,5149.0,5184.0,5238.0,5589.0,5643.0,6094.0,6284.0,6344.0,6741.0,7167.0,7383.0,7690.0,8030.0,8086.0,7924.0,7878.0,7977.0,7842.0,6961.0,7078.0,7520.0,
Colombia,8th,,,,,,,,,,,,,,,,,,,6607.0,6633.0,6715.0,6705.0,7166.0,7235.0,8087.0,8290.0,8302.0,8825.0,9342.0,9538.0,9910.0,10300.0,10281.0,9975.0,9918.0,10033.0,9960.0,8932.0,9011.0,9743.0,
Colombia,9th,,,,,,,,,,,,,,,,,,,9240.0,9390.0,9343.0,9382.0,9992.0,10024.0,11859.0,12021.0,11918.0,12740.0,13380.0,13379.0,13981.0,14487.0,14228.0,13723.0,13593.0,13850.0,13843.0,12751.0,12791.0,14340.0,
Colombia,10th,,,,,,,,,,,,,,,,,,,17641.0,17963.0,17469.0,17827.0,19241.0,18898.0,24704.0,24966.0,24174.0,26234.0,26942.0,26560.0,27796.0,28842.0,27110.0,26602.0,26301.0,26698.0,27394.0,25934.0,25731.0,30679.0,
Czech Republic,1st,,,,,,,,,,,,,,,,,,,,4735.0,,4412.0,,,7324.0,,,7423.0,,,6606.0,,,8245.0,,,,,,,
Czech Republic,2nd,,,,,,,,,,,,,,,,,,,,8058.0,,8872.0,,,10843.0,,,11187.0,,,10774.0,,,12335.0,,,,,,,
Czech Republic,3rd,,,,,,,,,,,,,,,,,,,,9802.0,,10699.0,,,12863.0,,,13128.0,,,13101.0,,,14516.0,,,,,,,
Czech Republic,4th,,,,,,,,,,,,,,,,,,,,11219.0,,12112.0,,,14543.0,,,14889.0,,,14744.0,,,16526.0,,,,,,,
Czech Republic,5th,,,,,,,,,,,,,,,,,,,,12632.0,,13919.0,,,16612.0,,,16860.0,,,16515.0,,,18730.0,,,,,,,
Czech Republic,6th,,,,,,,,,,,,,,,,,,,,14402.0,,15810.0,,,18939.0,,,19449.0,,,18717.0,,,21346.0,,,,,,,
Czech Republic,7th,,,,,,,,,,,,,,,,,,,,16410.0,,18268.0,,,21366.0,,,21986.0,,,21220.0,,,24377.0,,,,,,,
Czech Republic,8th,,,,,,,,,,,,,,,,,,,,18956.0,,21481.0,,,24678.0,,,25253.0,,,24529.0,,,27922.0,,,,,,,
Czech Republic,9th,,,,,,,,,,,,,,,,,,,,23287.0,,25554.0,,,29578.0,,,30237.0,,,29321.0,,,33628.0,,,,,,,
Czech Republic,10th,,,,,,,,,,,,,,,,,,,,33312.0,,36234.0,,,41415.0,,,42897.0,,,41762.0,,,46642.0,,,,,,,
Denmark,1st,,,,,10989.0,,,,,8960.0,,,1912.0,,,,,2122.0,,,,2870.0,,,,,,,,,,,2373.0,2410.0,2584.0,2752.0,3150.0,3185.0,3420.0,3871.0,
Denmark,2nd,,,,,16935.0,,,,,16837.0,,,7063.0,,,,,7314.0,,,,7220.0,,,,,,,,,,,5209.0,5573.0,6474.0,6610.0,6752.0,6730.0,7102.0,7394.0,
Denmark,3rd,,,,,24038.0,,,,,22354.0,,,19700.0,,,,,21142.0,,,,21092.0,,,,,,,,,,,11455.0,11899.0,12156.0,12692.0,12538.0,12875.0,14090.0,14930.0,
Denmark,4th,,,,,30817.0,,,,,29511.0,,,28440.0,,,,,30146.0,,,,31241.0,,,,,,,,,,,28555.0,28598.0,29572.0,30148.0,30769.0,31746.0,32963.0,32415.0,
Denmark,5th,,,,,35425.0,,,,,33931.0,,,34302.0,,,,,36107.0,,,,37609.0,,,,,,,,,,,39539.0,40206.0,40973.0,41620.0,41872.0,43506.0,44525.0,43096.0,
Denmark,6th,,,,,38883.0,,,,,38224.0,,,39121.0,,,,,41264.0,,,,42987.0,,,,,,,,,,,47345.0,48295.0,49214.0,49837.0,50204.0,52225.0,53223.0,50946.0,
Denmark,7th,,,,,42995.0,,,,,42764.0,,,44061.0,,,,,46601.0,,,,48371.0,,,,,,,,,,,54890.0,55935.0,56911.0,57727.0,58195.0,60765.0,61559.0,58681.0,
Denmark,8th,,,,,48519.0,,,,,48163.0,,,49773.0,,,,,52817.0,,,,55158.0,,,,,,,,,,,63418.0,64833.0,65822.0,66703.0,67428.0,70553.0,71566.0,68160.0,
Denmark,9th,,,,,55939.0,,,,,55149.0,,,57740.0,,,,,61287.0,,,,64050.0,,,,,,,,,,,75489.0,76933.0,78439.0,79480.0,80424.0,83835.0,85377.0,81451.0,
Denmark,10th,,,,,67494.0,,,,,70880.0,,,75657.0,,,,,81656.0,,,,84262.0,,,,,,,,,,,104434.0,106219.0,108359.0,109625.0,112419.0,116318.0,119638.0,114233.0,
Estonia,1st,,,,,,,,,,,,,,,,,,,,,,2264.0,,,,,,,,,,,,,,,,,,,
Estonia,2nd,,,,,,,,,,,,,,,,,,,,,,4559.0,,,,,,,,,,,,,,,,,,,
Estonia,3rd,,,,,,,,,,,,,,,,,,,,,,5842.0,,,,,,,,,,,,,,,,,,,
Estonia,4th,,,,,,,,,,,,,,,,,,,,,,7152.0,,,,,,,,,,,,,,,,,,,
Estonia,5th,,,,,,,,,,,,,,,,,,,,,,8811.0,,,,,,,,,,,,,,,,,,,
Estonia,6th,,,,,,,,,,,,,,,,,,,,,,10553.0,,,,,,,,,,,,,,,,,,,
Estonia,7th,,,,,,,,,,,,,,,,,,,,,,12688.0,,,,,,,,,,,,,,,,,,,
Estonia,8th,,,,,,,,,,,,,,,,,,,,,,15734.0,,,,,,,,,,,,,,,,,,,
Estonia,9th,,,,,,,,,,,,,,,,,,,,,,19598.0,,,,,,,,,,,,,,,,,,,
Estonia,10th,,,,,,,,,,,,,,,,,,,,,,30120.0,,,,,,,,,,,,,,,,,,,
Finland,1st,,,,,5612.0,,,,6054.0,,,,5383.0,,,,,6098.0,,,,6672.0,,,6544.0,,,6614.0,,,6281.0,,,6060.0,,,,,,,
Finland,2nd,,,,,11873.0,,,,12687.0,,,,10746.0,,,,,11941.0,,,,13639.0,,,14450.0,,,14531.0,,,14976.0,,,15014.0,,,,,,,
Finland,3rd,,,,,16454.0,,,,17429.0,,,,14793.0,,,,,16328.0,,,,18719.0,,,20436.0,,,20351.0,,,20632.0,,,21284.0,,,,,,,
Finland,4th,,,,,20023.0,,,,21246.0,,,,18131.0,,,,,21258.0,,,,23641.0,,,25103.0,,,25761.0,,,25693.0,,,26151.0,,,,,,,
Finland,5th,,,,,23225.0,,,,24596.0,,,,21371.0,,,,,24906.0,,,,27831.0,,,29585.0,,,30019.0,,,30223.0,,,30613.0,,,,,,,
Finland,6th,,,,,26246.0,,,,27919.0,,,,24913.0,,,,,28943.0,,,,31759.0,,,33978.0,,,34613.0,,,35030.0,,,34687.0,,,,,,,
Finland,7th,,,,,29470.0,,,,31309.0,,,,28100.0,,,,,32574.0,,,,36510.0,,,39074.0,,,39812.0,,,39642.0,,,39810.0,,,,,,,
Finland,8th,,,,,33254.0,,,,35657.0,,,,32533.0,,,,,37737.0,,,,42397.0,,,44908.0,,,46121.0,,,46803.0,,,46196.0,,,,,,,
Finland,9th,,,,,38593.0,,,,41347.0,,,,38428.0,,,,,44899.0,,,,50549.0,,,54002.0,,,55200.0,,,55917.0,,,55234.0,,,,,,,
Finland,10th,,,,,50690.0,,,,54585.0,,,,50978.0,,,,,63252.0,,,,70156.0,,,76510.0,,,75232.0,,,78364.0,,,79818.0,,,,,,,
France,1st,,,,,,,,,,,,,,5918.0,5897.0,6406.0,6325.0,6270.0,6481.0,7411.0,6565.0,6795.0,6541.0,6960.0,6768.0,6929.0,5799.0,5763.0,5375.0,4726.0,5600.0,4652.0,4716.0,4373.0,5003.0,5200.0,5482.0,6771.0,6042.0,6279.0,
France,2nd,,,,,,,,,,,,,,11980.0,12280.0,13283.0,13151.0,13360.0,13726.0,14692.0,14687.0,14821.0,15016.0,14938.0,15222.0,15343.0,15176.0,14684.0,14417.0,14473.0,14787.0,14803.0,14557.0,14270.0,14268.0,14485.0,14736.0,15039.0,15430.0,15481.0,
France,3rd,,,,,,,,,,,,,,15949.0,16195.0,17329.0,17244.0,17755.0,18064.0,18823.0,18934.0,18958.0,19282.0,19352.0,19578.0,20196.0,20071.0,19738.0,19917.0,19626.0,19938.0,20028.0,19950.0,19755.0,20134.0,20111.0,20467.0,20560.0,21162.0,21433.0,
France,4th,,,,,,,,,,,,,,19137.0,19470.0,20853.0,20827.0,21313.0,21809.0,22320.0,22560.0,22603.0,22856.0,22934.0,23456.0,24259.0,23969.0,23898.0,23762.0,23700.0,24069.0,23945.0,24000.0,24185.0,24351.0,24608.0,24791.0,25029.0,25658.0,25765.0,
France,5th,,,,,,,,,,,,,,22123.0,22568.0,24163.0,24234.0,24647.0,25181.0,25968.0,25928.0,25944.0,25995.0,26643.0,26944.0,27243.0,27455.0,27459.0,27383.0,27273.0,27584.0,27682.0,27828.0,28110.0,27989.0,28241.0,28709.0,28977.0,29489.0,29770.0,
France,6th,,,,,,,,,,,,,,25611.0,26079.0,27784.0,27889.0,28357.0,28913.0,29752.0,29515.0,29564.0,29820.0,30155.0,30828.0,30888.0,31287.0,31364.0,31336.0,31088.0,31297.0,31297.0,31513.0,31860.0,32100.0,32495.0,32906.0,33086.0,33807.0,33708.0,
France,7th,,,,,,,,,,,,,,29593.0,30090.0,31976.0,32295.0,32786.0,33481.0,34297.0,34144.0,33929.0,34414.0,34962.0,35510.0,35569.0,36069.0,35954.0,36130.0,36006.0,35801.0,36073.0,36173.0,36713.0,36729.0,37291.0,37824.0,37941.0,38356.0,38755.0,
France,8th,,,,,,,,,,,,,,34593.0,35330.0,37792.0,38129.0,38737.0,39297.0,40458.0,40334.0,39894.0,40087.0,40850.0,41579.0,41664.0,42303.0,42623.0,42646.0,42357.0,42468.0,42397.0,43043.0,43151.0,43440.0,43743.0,44495.0,44499.0,45401.0,45079.0,
France,9th,,,,,,,,,,,,,,43645.0,43994.0,47257.0,47754.0,48741.0,49308.0,50718.0,49842.0,49742.0,50407.0,51243.0,51978.0,52829.0,53456.0,53244.0,53723.0,53751.0,53342.0,53210.0,54212.0,54249.0,54160.0,54486.0,55331.0,55625.0,56599.0,56141.0,
France,10th,,,,,,,,,,,,,,67240.0,68158.0,72843.0,76076.0,77787.0,77915.0,81608.0,78957.0,78057.0,81852.0,84639.0,85603.0,86501.0,86870.0,87656.0,90484.0,88997.0,88372.0,87366.0,88005.0,88839.0,88952.0,87988.0,88587.0,87423.0,90687.0,88317.0,
Germany,1st,12758.0,8812.0,9267.0,10011.0,10191.0,10751.0,11843.0,11612.0,10405.0,10738.0,10905.0,9388.0,9759.0,9271.0,9385.0,9920.0,9529.0,9371.0,9039.0,8494.0,8437.0,8405.0,6616.0,7268.0,8246.0,8274.0,7711.0,7822.0,7685.0,7013.0,7315.0,6898.0,6724.0,6679.0,6342.0,6885.0,7386.0,7723.0,7139.0,4741.0,
Germany,2nd,18616.0,15003.0,15248.0,16056.0,16267.0,16976.0,17269.0,17619.0,15533.0,16061.0,16468.0,15750.0,16240.0,16366.0,15998.0,16707.0,16557.0,16527.0,15894.0,16000.0,15814.0,15455.0,14872.0,14797.0,15182.0,15106.0,14820.0,15028.0,15268.0,14799.0,14431.0,14688.0,14800.0,15342.0,15547.0,16084.0,16045.0,16725.0,17033.0,15885.0,
Germany,3rd,22123.0,18596.0,18403.0,19702.0,19939.0,20966.0,21341.0,21841.0,19231.0,19801.0,20138.0,19369.0,20051.0,20141.0,19638.0,20450.0,20283.0,20576.0,19977.0,20232.0,19719.0,19549.0,18782.0,19209.0,19532.0,19350.0,19131.0,19020.0,19387.0,19115.0,18932.0,19261.0,19968.0,20609.0,20671.0,21100.0,21532.0,22699.0,22276.0,22028.0,
Germany,4th,25342.0,21815.0,21854.0,22932.0,23518.0,24576.0,25165.0,25527.0,22895.0,23450.0,23749.0,22997.0,23642.0,23284.0,22915.0,23555.0,23855.0,24090.0,23343.0,23618.0,23342.0,23289.0,22387.0,22736.0,22897.0,22779.0,22824.0,22777.0,22960.0,22832.0,22836.0,23229.0,23997.0,24220.0,25041.0,25623.0,26536.0,27854.0,27449.0,26848.0,
Germany,5th,28735.0,25326.0,25328.0,26405.0,27499.0,28619.0,28954.0,29698.0,26721.0,27392.0,27112.0,26940.0,27487.0,26757.0,26736.0,26907.0,27541.0,28027.0,26759.0,27108.0,26867.0,26730.0,25931.0,26258.0,26428.0,26592.0,26739.0,26864.0,26706.0,26490.0,26697.0,27206.0,28029.0,28867.0,29411.0,30476.0,31063.0,32285.0,32585.0,31998.0,
Germany,6th,32824.0,28745.0,28996.0,30329.0,31060.0,32489.0,33250.0,34029.0,30996.0,31646.0,31395.0,30996.0,31922.0,31388.0,30253.0,31187.0,32156.0,31721.0,30466.0,31022.0,31238.0,30554.0,29772.0,30319.0,30800.0,31203.0,31125.0,31424.0,31201.0,31127.0,31470.0,31820.0,33059.0,33519.0,34336.0,35657.0,36536.0,37853.0,38112.0,37746.0,
Germany,7th,37316.0,33030.0,33322.0,34623.0,35447.0,37111.0,38087.0,39027.0,35875.0,36350.0,36357.0,35451.0,36684.0,36445.0,35454.0,36653.0,36975.0,37509.0,34955.0,36678.0,35773.0,35368.0,34177.0,35528.0,35909.0,36184.0,36188.0,36883.0,36714.0,37018.0,37160.0,37454.0,38532.0,39509.0,39997.0,41871.0,42785.0,44067.0,44558.0,43381.0,
Germany,8th,43460.0,37624.0,38899.0,40532.0,40991.0,43214.0,43847.0,45059.0,42171.0,42255.0,42466.0,41418.0,42067.0,42800.0,41876.0,43417.0,43862.0,43700.0,41903.0,43411.0,42987.0,42250.0,41492.0,42515.0,42338.0,42988.0,43381.0,43538.0,44035.0,43960.0,44551.0,44914.0,45659.0,47579.0,47551.0,49168.0,49916.0,52637.0,52231.0,51389.0,
Germany,9th,51932.0,45295.0,46267.0,47940.0,49460.0,51743.0,51994.0,54294.0,52049.0,52616.0,51089.0,50631.0,51414.0,51381.0,51133.0,52678.0,54161.0,53932.0,52259.0,53184.0,52655.0,52993.0,51942.0,53283.0,53164.0,52885.0,53770.0,55114.0,55149.0,54813.0,56048.0,56856.0,57536.0,58557.0,59256.0,60723.0,61542.0,64947.0,64751.0,62123.0,
Germany,10th,73362.0,63629.0,63163.0,66397.0,67893.0,70667.0,72820.0,74104.0,71509.0,71779.0,70874.0,70689.0,72822.0,73482.0,72197.0,74981.0,78566.0,78562.0,80522.0,82089.0,80133.0,79514.0,79235.0,80696.0,81016.0,81426.0,79356.0,80925.0,82768.0,82324.0,84186.0,82895.0,83740.0,88272.0,87419.0,91577.0,92128.0,96048.0,98250.0,97023.0,
Greece,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,1st,,,,,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,2nd,,,,,5241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,3rd,,,,,7222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,4th,,,,,8938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,5th,,,,,11309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,6th,,,,,13693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,7th,,,,,16039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,8th,,,,,20336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,9th,,,,,25650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,10th,,,,,38145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
