countries,decomposition,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Taiwan,One person households,,,,,,,,,,,,48.28,,37.96,,,41.19,,,,,41.49,,42.11,,,42.05,,,43.2,,,42.85,41.95,43.5,43.69,42.8,43.83,,,
Taiwan,Couples without children,,,,,,,,,,,,46.76,,33.42,,,33.77,,,,,39.47,,37.47,,,35.79,,,35.88,,,36.26,37.64,38.74,39.02,39.58,40.98,,,
Taiwan,Couples with children,,,,,,,,,,,,6.26,,4.62,,,4.44,,,,,5.32,,3.84,,,3.55,,,3.68,,,3.43,4.01,3.19,2.52,3.3,3.3,,,
Taiwan,Single parents,,,,,,,,,,,,29.67,,24.44,,,18.59,,,,,24.54,,25.92,,,20.96,,,24.02,,,19.83,24.52,21.79,20.19,16.72,20.42,,,
Taiwan,Other family / non-family households,,,,,,,,,,,,9.39,,7.61,,,8.19,,,,,8.71,,7.98,,,7.75,,,7.82,,,7.45,7.81,7.59,7.9,8.04,9.0,,,
Denmark,One person households,,,,,,,,,,,,58.14,,,,,55.46,,,,55.9,,,52.6,,,56.52,,,56.95,,59.79,59.29,59.12,58.24,58.32,58.06,57.04,55.18,,
Denmark,Couples without children,,,,,,,,,,,,31.0,,,,,28.53,,,,28.73,,,28.25,,,30.58,,,31.89,,35.06,34.89,34.29,33.92,33.81,34.18,33.53,32.31,,
Denmark,Couples with children,,,,,,,,,,,,9.25,,,,,7.87,,,,8.83,,,6.73,,,7.72,,,7.86,,8.03,8.11,7.52,7.01,6.96,6.69,5.65,5.12,,
Denmark,Single parents,,,,,,,,,,,,47.32,,,,,39.61,,,,41.19,,,35.83,,,37.12,,,38.62,,37.01,36.19,35.04,35.09,34.81,34.67,33.58,32.13,,
Denmark,Other family / non-family households,,,,,,,,,,,,13.52,,,,,13.2,,,,15.18,,,13.56,,,17.03,,,16.32,,13.5,13.31,12.93,12.45,12.51,13.0,11.98,11.14,,
France,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,One person households,,61.95,61.13,59.75,58.28,59.08,57.84,59.85,58.45,59.85,59.23,58.51,58.9,58.78,58.1,53.2,54.57,54.83,56.01,57.61,57.72,58.78,57.79,58.86,58.51,57.59,58.5,57.48,56.53,57.83,58.33,59.04,58.61,58.6,58.58,59.73,59.99,55.08,54.02,,
Germany,Couples without children,,39.79,38.23,39.01,38.44,38.38,38.48,39.09,39.67,39.08,38.75,41.39,41.5,42.09,41.27,42.13,43.24,44.59,45.76,45.18,45.03,46.03,46.79,45.54,44.62,44.29,43.62,43.67,42.68,42.67,41.04,40.42,40.44,41.48,40.35,42.26,40.83,38.04,38.6,,
Germany,Couples with children,,5.71,6.07,5.85,5.97,5.52,5.94,7.04,7.17,7.51,9.28,8.14,8.78,8.86,7.99,7.99,8.2,8.41,9.67,10.0,10.82,12.5,11.7,10.49,9.25,11.63,11.04,10.23,12.31,11.62,13.04,12.68,12.37,12.29,11.55,11.7,10.69,9.99,14.3,,
Germany,Single parents,,45.5,44.79,45.5,44.44,40.08,44.43,47.25,46.6,46.59,52.19,49.62,47.73,45.39,48.45,51.07,47.93,47.51,51.47,52.89,58.03,61.98,64.05,58.03,57.86,55.99,55.07,53.9,54.63,56.2,56.53,56.27,53.73,54.69,51.1,49.32,46.64,43.73,46.56,,
Germany,Other family / non-family households,,16.5,14.16,11.98,13.47,10.66,9.95,11.89,14.13,13.66,14.91,15.3,14.99,14.05,15.07,14.57,16.03,17.27,16.93,18.54,17.72,18.14,19.11,16.8,15.97,17.84,17.29,15.85,17.02,17.74,17.55,18.09,16.74,15.31,17.23,16.55,20.23,18.38,19.57,,
Israel,One person households,,,,,,,,,,,,,,,,,,49.72,50.37,47.44,47.07,46.47,46.83,44.83,45.86,46.9,48.29,49.76,43.39,45.44,43.76,46.69,45.45,47.14,43.36,47.71,55.79,54.3,,,
Israel,Couples without children,,,,,,,,,,,,,,,,,,32.47,31.94,31.41,30.87,30.05,28.82,28.77,29.14,30.68,29.19,26.65,24.35,24.74,27.2,27.0,26.33,26.16,25.92,29.77,32.17,32.05,,,
Israel,Couples with children,,,,,,,,,,,,,,,,,,25.55,27.2,28.72,28.51,26.61,27.83,27.34,26.58,29.21,27.98,27.67,26.19,22.43,24.07,24.38,22.11,22.28,20.55,22.47,26.48,24.69,,,
Israel,Single parents,,,,,,,,,,,,,,,,,,61.11,58.75,53.1,56.25,57.36,52.73,45.48,44.31,48.57,50.75,51.63,46.17,42.91,41.95,38.38,38.49,38.19,43.28,34.34,41.89,39.96,,,
Israel,Other family / non-family households,,,,,,,,,,,,,,,,,,24.89,22.85,23.08,23.02,24.13,21.43,20.69,21.92,20.61,21.65,25.67,22.6,19.22,19.48,18.89,21.29,19.88,19.54,19.64,28.22,27.05,,,
Luxembourg,One person households,,,,,,,,,,,,,,,,,,,44.43,47.23,49.37,51.02,48.51,46.07,43.62,49.12,44.48,44.17,49.06,49.63,54.2,49.52,50.97,49.28,48.38,47.03,,37.86,39.29,40.42,
Luxembourg,Couples without children,,,,,,,,,,,,,,,,,,,46.64,47.02,47.76,48.31,47.98,47.98,48.91,48.06,51.08,45.79,47.43,47.43,46.84,48.27,53.06,49.46,46.18,45.47,,40.83,41.39,42.38,
Luxembourg,Couples with children,,,,,,,,,,,,,,,,,,,14.1,17.12,16.79,13.54,14.61,13.16,18.42,18.7,18.48,22.04,21.41,19.86,13.22,16.83,14.07,15.19,12.81,13.2,,13.42,8.23,15.17,
Luxembourg,Single parents,,,,,,,,,,,,,,,,,,,48.13,55.71,53.21,62.91,66.23,70.91,63.87,59.34,59.75,59.66,61.73,57.62,55.5,52.36,51.68,49.31,44.96,49.96,,27.93,37.61,34.35,
Luxembourg,Other family / non-family households,,,,,,,,,,,,,,,,,,,20.71,22.4,19.31,16.51,15.9,20.09,23.77,23.26,26.05,21.5,22.54,20.16,22.85,21.5,27.39,28.37,25.61,29.17,,17.72,18.46,17.05,
Mexico,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,One person households,,,,,,,53.31,,,53.01,,,,,,45.49,,,,,58.75,59.11,59.13,46.07,46.47,44.69,46.87,48.69,47.6,47.88,49.24,47.23,50.06,48.82,47.9,47.78,55.08,54.06,,,
Netherlands,Couples without children,,,,,,,29.37,,,29.17,,,,,,26.53,,,,,45.56,46.28,47.38,25.13,23.77,22.81,22.4,22.83,23.25,25.09,25.85,25.46,25.25,24.31,24.41,24.95,25.05,24.81,,,
Netherlands,Couples with children,,,,,,,9.1,,,10.71,,,,,,5.14,,,,,7.45,9.03,7.18,4.95,6.37,5.97,5.52,4.66,5.63,7.35,6.55,7.68,6.78,7.78,6.91,6.74,6.65,6.66,,,
Netherlands,Single parents,,,,,,,69.94,,,71.46,,,,,,50.95,,,,,52.88,58.63,52.18,52.1,49.34,46.79,43.89,48.92,37.17,34.91,39.62,47.81,52.47,46.12,46.47,45.68,46.84,45.32,,,
Netherlands,Other family / non-family households,,,,,,,13.7,,,25.95,,,,,,13.98,,,,,12.83,12.88,14.32,14.5,9.94,10.17,11.85,12.46,12.03,11.86,13.85,12.75,12.67,13.31,13.23,10.23,10.78,9.45,,,
Norway,One person households,,,53.41,,,,,48.91,,,,55.34,,,,,51.84,,,,55.63,,,,,,,,,,,,,,,,,,,,
Norway,Couples without children,,,37.56,,,,,37.87,,,,34.8,,,,,31.4,,,,29.67,,,,,,,,,,,,,,,,,,,,
Norway,Couples with children,,,2.99,,,,,4.55,,,,6.71,,,,,5.15,,,,9.2,,,,,,,,,,,,,,,,,,,,
Norway,Single parents,,,42.77,,,,,47.16,,,,49.61,,,,,41.61,,,,49.3,,,,,,,,,,,,,,,,,,,,
Norway,Other family / non-family households,,,9.55,,,,,9.52,,,,12.17,,,,,10.98,,,,16.26,,,,,,,,,,,,,,,,,,,,
Poland,One person households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Couples without children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Couples with children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Single parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,One person households,,,,,,,,,,,,,,,,,,,,,60.89,60.2,57.98,55.52,56.61,58.51,59.87,58.98,59.27,62.05,61.75,60.8,60.33,60.52,60.16,58.19,62.4,59.02,53.66,,
Spain,Couples without children,,,,,,,,,,,,,,,,,,,,,49.86,48.67,48.24,43.58,43.98,46.55,49.04,47.94,47.57,51.03,50.37,51.9,51.34,51.97,51.62,50.5,52.75,50.66,48.94,,
Spain,Couples with children,,,,,,,,,,,,,,,,,,,,,15.75,15.51,13.98,17.53,22.31,24.72,21.94,23.17,25.87,26.11,24.3,22.32,22.28,18.34,18.63,18.23,23.65,19.98,18.79,,
Spain,Single parents,,,,,,,,,,,,,,,,,,,,,43.47,34.93,36.12,43.66,44.08,50.83,51.51,42.45,42.95,48.59,46.28,48.1,47.99,47.64,44.99,46.14,54.01,48.06,45.24,,
Spain,Other family / non-family households,,,,,,,,,,,,,,,,,,,,,27.18,28.28,25.2,23.49,24.47,27.59,31.35,31.6,34.29,35.93,37.17,37.29,35.42,33.7,32.13,31.8,34.44,31.23,26.55,,
Sweden,One person households,,,,,,,,,,,,57.2,,,,,55.41,55.12,53.57,54.41,52.98,52.39,53.01,52.1,50.13,51.53,51.92,50.07,50.52,56.12,56.1,56.27,55.73,54.36,50.53,50.34,51.48,48.65,,,
Sweden,Couples without children,,,,,,,,,,,,33.93,,,,,36.29,34.02,34.46,32.8,33.23,33.86,31.86,32.09,32.39,33.06,33.41,33.62,33.79,30.49,32.3,32.3,30.71,30.97,29.14,31.61,31.48,32.96,,,
Sweden,Couples with children,,,,,,,,,,,,13.91,,,,,9.83,9.52,10.66,9.83,10.82,11.03,10.72,11.17,9.8,11.66,10.83,10.53,9.71,13.16,12.19,12.06,13.17,13.05,13.63,13.99,11.54,11.67,,,
Sweden,Single parents,,,,,,,,,,,,44.94,,,,,44.18,39.14,40.34,40.7,41.54,43.06,37.01,35.01,41.67,37.11,39.84,37.83,37.36,41.35,40.61,38.85,33.93,34.78,34.13,33.66,30.37,34.44,,,
Sweden,Other family / non-family households,,,,,,,,,,,,,,,,,13.16,14.68,13.65,12.48,15.99,15.51,14.14,12.75,12.3,12.37,12.76,11.03,11.64,16.93,17.2,13.95,16.26,14.6,12.47,16.01,18.69,19.33,,,
United Kingdom,One person households,63.53,62.62,61.91,59.7,58.57,58.79,57.0,57.96,55.45,57.53,61.58,61.25,59.83,57.17,57.96,58.04,56.79,55.9,57.32,56.98,55.89,56.07,56.25,56.59,55.5,56.95,57.09,57.3,56.43,55.68,54.89,54.31,53.33,55.06,54.0,54.47,53.12,53.54,,,
United Kingdom,Couples without children,34.68,35.55,34.04,33.91,33.55,33.31,31.7,32.8,33.28,34.74,32.14,31.45,31.2,30.3,30.01,29.67,28.71,30.39,30.63,30.05,29.21,29.37,28.62,27.81,28.27,28.92,29.91,28.94,29.6,27.87,27.37,27.38,27.22,28.2,27.18,28.13,28.49,29.56,,,
United Kingdom,Couples with children,13.86,15.66,16.31,15.7,12.36,13.78,12.6,13.01,17.39,16.77,17.99,18.62,18.13,16.84,16.75,16.8,15.34,15.71,15.5,17.67,16.92,17.83,16.96,17.88,18.41,21.14,20.48,20.99,21.38,20.97,21.21,20.86,20.29,18.7,18.77,17.31,19.18,18.78,,,
United Kingdom,Single parents,66.57,59.2,66.43,68.9,70.73,70.32,69.33,73.36,75.89,78.16,78.48,82.87,83.98,82.32,83.2,81.21,76.53,75.61,66.28,67.15,68.55,67.12,70.94,69.54,70.55,70.39,73.29,71.77,72.61,74.83,72.21,72.52,74.19,73.0,68.1,70.21,67.71,68.91,,,
United Kingdom,Other family / non-family households,16.68,15.53,16.5,17.96,17.41,16.52,16.32,19.2,20.7,20.61,23.75,23.1,21.09,19.27,19.64,19.53,19.9,18.21,20.44,19.84,19.11,19.86,19.98,20.57,22.37,21.25,23.25,20.87,21.32,21.67,19.13,21.1,19.62,20.61,20.53,17.78,21.31,24.16,,,
United States,One person households,43.81,44.23,45.36,45.06,44.0,44.13,43.66,44.68,45.72,45.94,46.71,45.35,44.81,45.41,44.08,43.51,43.89,45.23,47.2,46.79,46.34,45.76,44.74,44.89,45.89,47.48,48.29,49.37,49.06,49.46,48.35,47.81,48.09,48.57,48.41,47.94,51.51,50.79,48.56,47.51,
United States,Couples without children,27.21,27.25,26.66,27.62,27.4,27.28,26.28,27.12,28.43,29.07,28.22,27.24,27.18,26.59,27.17,27.09,27.06,27.53,27.46,28.33,28.72,28.22,27.17,26.57,27.26,29.61,29.69,29.41,29.74,29.74,28.28,27.66,28.91,28.26,28.22,26.95,30.38,29.16,29.93,28.18,
United States,Couples with children,14.41,13.9,13.38,13.62,13.52,13.33,13.32,13.82,14.36,14.18,15.04,14.3,13.51,13.58,13.67,13.76,12.93,13.45,14.58,15.43,14.31,14.42,13.83,14.5,15.34,17.24,18.24,18.04,17.57,16.63,17.03,16.28,16.23,16.09,15.51,15.53,18.95,17.72,15.13,15.38,
United States,Single parents,57.42,58.36,58.7,59.91,60.83,58.66,60.43,59.68,60.55,62.08,59.97,57.02,56.38,55.83,55.85,54.08,51.38,51.74,52.64,53.84,53.97,53.6,54.03,54.11,54.49,57.29,57.22,56.68,56.59,56.94,56.92,55.85,55.24,56.71,55.16,54.66,57.56,56.67,54.25,53.82,
United States,Other family / non-family households,22.68,21.97,22.54,23.03,22.37,22.43,21.87,23.97,25.11,25.59,24.54,23.87,24.62,24.12,22.98,23.13,21.95,22.5,22.98,23.79,23.73,23.62,23.11,24.08,25.1,28.06,27.91,28.03,28.65,27.05,25.17,24.34,24.97,24.51,24.48,24.45,28.92,27.42,24.17,24.1,
