countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Austria,2nd,,,,,,,,,,,,,,,,,,,,,15334.0,16396.0,13966.0,,12406.0,12880.0,11046.0,11600.0,12994.0,11260.0,11960.0,13369.0,15444.0,11212.0,13504.0,14487.0,14104.0,9726.0,10592.0,11852.0,
Austria,3rd,,,,,,,,,,,,,,,,,,,,,20451.0,21283.0,20393.0,,19903.0,19114.0,19961.0,18885.0,18723.0,19915.0,20917.0,20623.0,20738.0,22989.0,21969.0,22825.0,21130.0,21180.0,20666.0,21560.0,
Austria,4th,,,,,,,,,,,,,,,,,,,,,25941.0,26399.0,24961.0,,25699.0,26453.0,25379.0,24737.0,27637.0,27372.0,25924.0,27215.0,24510.0,28247.0,28516.0,27893.0,30949.0,26954.0,27506.0,29676.0,
Austria,5th,,,,,,,,,,,,,,,,,,,,,31084.0,31816.0,30574.0,,31208.0,32230.0,32274.0,31399.0,32868.0,30749.0,32103.0,32365.0,32032.0,33728.0,33014.0,33160.0,35591.0,33349.0,34241.0,35292.0,
Austria,6th,,,,,,,,,,,,,,,,,,,,,36232.0,36801.0,34533.0,,37573.0,38734.0,38392.0,38429.0,38103.0,38062.0,39040.0,38740.0,37729.0,39713.0,40714.0,39053.0,42004.0,39837.0,39521.0,40625.0,
Austria,7th,,,,,,,,,,,,,,,,,,,,,41694.0,42219.0,39903.0,,45081.0,44644.0,44066.0,44094.0,45463.0,44995.0,48319.0,45740.0,47658.0,47465.0,47842.0,48455.0,47339.0,46450.0,47396.0,49650.0,
Austria,8th,,,,,,,,,,,,,,,,,,,,,49198.0,51131.0,49545.0,,53577.0,52789.0,52675.0,55493.0,55453.0,53391.0,54116.0,52540.0,54512.0,57593.0,56380.0,55365.0,58126.0,57913.0,57674.0,58475.0,
Austria,9th,,,,,,,,,,,,,,,,,,,,,59238.0,60099.0,57335.0,,65526.0,65982.0,68577.0,67149.0,66909.0,65862.0,67330.0,66442.0,66923.0,69907.0,69742.0,69377.0,71010.0,69107.0,68950.0,70136.0,
Austria,10th,,,,,,,,,,,,,,,,,,,,,83333.0,85485.0,78261.0,,93842.0,93741.0,98824.0,94996.0,93502.0,92227.0,95455.0,92886.0,92353.0,97185.0,94926.0,93799.0,99856.0,95989.0,98702.0,100223.0,
Belgium,1st,,,,,,,,,,0.0,,,,,210.31,,,,,,281.73,144.35,106.82,116.63,181.06,124.24,441.04,93.33,38.24,87.65,43.34,32.83,17.18,16.85,16.5,452.74,207.91,124.07,29.72,,
Belgium,2nd,,,,,,,,,,1704.0,,,,,892.28,,,,,,844.31,844.53,825.83,1524.0,1311.0,1105.0,674.36,283.1,415.35,219.13,1226.0,304.06,121.5,146.24,101.32,1209.0,1012.0,2091.0,1310.0,,
Belgium,3rd,,,,,,,,,,14431.0,,,,,8930.0,,,,,,8435.0,4793.0,10104.0,11112.0,11523.0,12732.0,8360.0,7626.0,8473.0,10880.0,5394.0,6732.0,8462.0,7869.0,9490.0,8427.0,8146.0,9626.0,7441.0,,
Belgium,4th,,,,,,,,,,18961.0,,,,,20453.0,,,,,,19612.0,22188.0,22701.0,21605.0,22211.0,22172.0,23703.0,21204.0,19956.0,21811.0,18410.0,21418.0,18953.0,19757.0,22648.0,23418.0,21095.0,20139.0,23471.0,,
Belgium,5th,,,,,,,,,,24873.0,,,,,27314.0,,,,,,27101.0,28764.0,29712.0,30328.0,29573.0,30952.0,30160.0,27750.0,28685.0,30959.0,29926.0,29428.0,28065.0,30272.0,31540.0,31095.0,32049.0,29343.0,33398.0,,
Belgium,6th,,,,,,,,,,28076.0,,,,,33931.0,,,,,,34707.0,35851.0,36167.0,36774.0,36038.0,36280.0,37315.0,37008.0,36493.0,37658.0,36736.0,35181.0,35901.0,37313.0,38926.0,39360.0,37523.0,37481.0,42463.0,,
Belgium,7th,,,,,,,,,,34835.0,,,,,40602.0,,,,,,41846.0,42435.0,41004.0,41818.0,43358.0,41704.0,43446.0,43014.0,42143.0,45126.0,44331.0,44906.0,43784.0,43804.0,45590.0,47169.0,47505.0,46742.0,49857.0,,
Belgium,8th,,,,,,,,,,40902.0,,,,,47019.0,,,,,,48924.0,49620.0,48280.0,49751.0,51433.0,50014.0,51713.0,50684.0,49582.0,52092.0,51774.0,51373.0,52457.0,51821.0,52184.0,54151.0,55869.0,54188.0,58308.0,,
Belgium,9th,,,,,,,,,,48409.0,,,,,58130.0,,,,,,56889.0,59015.0,58594.0,60341.0,60176.0,59846.0,60941.0,61171.0,59535.0,61039.0,61651.0,62331.0,60925.0,61884.0,63406.0,67177.0,68560.0,66567.0,71475.0,,
Belgium,10th,,,,,,,,,,60987.0,,,,,78030.0,,,,,,77988.0,80416.0,82470.0,81074.0,81374.0,79286.0,83534.0,79705.0,80697.0,80759.0,84049.0,84893.0,83659.0,84304.0,84309.0,89748.0,91502.0,87962.0,94140.0,,
Canada,1st,,1078.0,1326.0,1643.0,2532.0,1775.0,1784.0,2072.0,1121.0,1196.0,607.65,1049.0,1665.0,1465.0,1695.0,1207.0,2190.0,2528.0,2615.0,2913.0,3062.0,3479.0,3569.0,3983.0,3932.0,3517.0,3292.0,3019.0,2703.0,2831.0,2868.0,3451.0,2637.0,2102.0,2279.0,2109.0,2346.0,1501.0,2376.0,,
Canada,2nd,,7202.0,9291.0,9899.0,11050.0,10627.0,10799.0,10945.0,8822.0,8968.0,7114.0,8262.0,8433.0,8189.0,9305.0,9080.0,10818.0,10793.0,10863.0,10672.0,11147.0,10858.0,11737.0,11959.0,11689.0,11885.0,10862.0,10955.0,10963.0,11557.0,10628.0,12427.0,10101.0,10933.0,10481.0,11421.0,11741.0,10372.0,11496.0,,
Canada,3rd,,14201.0,14800.0,16649.0,17715.0,17786.0,18804.0,17626.0,15658.0,14906.0,14807.0,15164.0,15738.0,14593.0,14983.0,16055.0,17145.0,17377.0,17463.0,17805.0,17225.0,17353.0,18075.0,18837.0,19597.0,19105.0,17994.0,17898.0,18927.0,18884.0,18288.0,20388.0,19641.0,19456.0,18613.0,19984.0,20609.0,18054.0,19906.0,,
Canada,4th,,19819.0,20593.0,22136.0,23076.0,23427.0,24168.0,23711.0,21845.0,21843.0,20853.0,21681.0,21799.0,20086.0,20953.0,21366.0,22797.0,23714.0,23533.0,23709.0,23088.0,24006.0,24566.0,24448.0,25492.0,26305.0,24578.0,24638.0,26189.0,26347.0,27038.0,27306.0,26787.0,25821.0,25867.0,27413.0,27912.0,25615.0,27619.0,,
Canada,5th,,24511.0,25520.0,27398.0,27884.0,28882.0,28957.0,28882.0,27032.0,26925.0,26050.0,26997.0,26675.0,25978.0,26098.0,27394.0,27819.0,28962.0,29236.0,29634.0,29363.0,29368.0,30165.0,30424.0,30901.0,31892.0,30926.0,31606.0,32369.0,33282.0,33859.0,33863.0,33219.0,32633.0,33236.0,34345.0,34355.0,32455.0,33587.0,,
Canada,6th,,29313.0,30132.0,31772.0,32628.0,33454.0,34045.0,33676.0,31675.0,31757.0,31337.0,31645.0,31639.0,31179.0,31679.0,32947.0,33728.0,34396.0,34977.0,35097.0,35194.0,35943.0,36620.0,36728.0,37686.0,38597.0,37755.0,37837.0,38697.0,39709.0,39665.0,39887.0,40816.0,39366.0,40582.0,41419.0,41374.0,39673.0,41873.0,,
Canada,7th,,34070.0,35176.0,36765.0,37774.0,38667.0,39477.0,39169.0,37156.0,37140.0,36760.0,37567.0,37271.0,36654.0,36901.0,38520.0,39914.0,41071.0,41070.0,41305.0,41130.0,42015.0,43357.0,43434.0,44610.0,45200.0,44295.0,44518.0,46086.0,46830.0,47436.0,47230.0,47836.0,47028.0,48680.0,49069.0,49283.0,47415.0,49404.0,,
Canada,8th,,40302.0,41440.0,42670.0,44058.0,44994.0,45931.0,45753.0,43990.0,44241.0,42766.0,44131.0,43808.0,43629.0,44118.0,45674.0,46788.0,48218.0,48960.0,49008.0,49358.0,49870.0,51291.0,51930.0,52971.0,54134.0,53763.0,53583.0,54814.0,55310.0,58109.0,57317.0,57002.0,56727.0,57828.0,59004.0,59461.0,57628.0,59832.0,,
Canada,9th,,49190.0,50259.0,51758.0,53279.0,54524.0,55097.0,55034.0,52939.0,53646.0,52160.0,53807.0,52660.0,53053.0,53717.0,55885.0,57039.0,58273.0,59323.0,59637.0,60815.0,61752.0,62046.0,63517.0,65497.0,66811.0,66146.0,66023.0,67881.0,68147.0,70651.0,70455.0,71215.0,69442.0,72230.0,72078.0,72565.0,71305.0,74071.0,,
Canada,10th,,67643.0,68589.0,70263.0,73501.0,74968.0,74432.0,75998.0,73712.0,72836.0,71377.0,73247.0,72852.0,73421.0,74747.0,78990.0,80487.0,84260.0,84876.0,85764.0,84927.0,88589.0,89633.0,90972.0,94115.0,95980.0,96527.0,95095.0,97978.0,97148.0,102661.0,98743.0,104701.0,101718.0,104502.0,105543.0,101532.0,102682.0,108589.0,,
Chile,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,1st,,,,,,,,,,,,,,,,,,,,813.96,,1424.0,,,1690.0,,,3291.0,,,2237.0,,,1588.0,,,,,,,
Czech Republic,2nd,,,,,,,,,,,,,,,,,,,,5557.0,,5326.0,,,6209.0,,,7369.0,,,6719.0,,,7251.0,,,,,,,
Czech Republic,3rd,,,,,,,,,,,,,,,,,,,,7615.0,,7354.0,,,6700.0,,,6974.0,,,9205.0,,,9587.0,,,,,,,
Czech Republic,4th,,,,,,,,,,,,,,,,,,,,7532.0,,10303.0,,,11978.0,,,11739.0,,,12443.0,,,13864.0,,,,,,,
Czech Republic,5th,,,,,,,,,,,,,,,,,,,,12237.0,,13484.0,,,15511.0,,,15039.0,,,14573.0,,,17953.0,,,,,,,
Czech Republic,6th,,,,,,,,,,,,,,,,,,,,14047.0,,16233.0,,,19189.0,,,18831.0,,,19215.0,,,22333.0,,,,,,,
Czech Republic,7th,,,,,,,,,,,,,,,,,,,,16959.0,,18657.0,,,22034.0,,,22176.0,,,22124.0,,,25669.0,,,,,,,
Czech Republic,8th,,,,,,,,,,,,,,,,,,,,19931.0,,22738.0,,,26425.0,,,26539.0,,,25981.0,,,29202.0,,,,,,,
Czech Republic,9th,,,,,,,,,,,,,,,,,,,,24757.0,,27225.0,,,31548.0,,,31629.0,,,30971.0,,,35759.0,,,,,,,
Czech Republic,10th,,,,,,,,,,,,,,,,,,,,35513.0,,38840.0,,,44758.0,,,44721.0,,,43668.0,,,48816.0,,,,,,,
Denmark,1st,,,,,,,,,,,,,1119.0,,,,,1246.0,,,,1455.0,,,2148.0,,,1600.0,,,1775.0,,1631.0,1710.0,2038.0,2158.0,2472.0,2407.0,2575.0,2965.0,
Denmark,2nd,,,,,,,,,,,,,2322.0,,,,,2944.0,,,,2553.0,,,4012.0,,,2836.0,,,3303.0,,3028.0,3269.0,3964.0,4096.0,4263.0,4095.0,4415.0,4950.0,
Denmark,3rd,,,,,,,,,,,,,13813.0,,,,,15990.0,,,,14552.0,,,17802.0,,,13682.0,,,11705.0,,7402.0,7954.0,8173.0,8852.0,8897.0,8963.0,9986.0,10890.0,
Denmark,4th,,,,,,,,,,,,,23203.0,,,,,26896.0,,,,26059.0,,,29228.0,,,25905.0,,,24690.0,,25437.0,25637.0,26724.0,27543.0,28028.0,28550.0,29769.0,30038.0,
Denmark,5th,,,,,,,,,,,,,30488.0,,,,,34855.0,,,,34955.0,,,38289.0,,,36109.0,,,34288.0,,37533.0,38239.0,39060.0,39761.0,40052.0,41057.0,42731.0,41977.0,
Denmark,6th,,,,,,,,,,,,,37002.0,,,,,40495.0,,,,41488.0,,,44676.0,,,43014.0,,,41978.0,,46491.0,47459.0,48492.0,49214.0,49602.0,51271.0,52594.0,50529.0,
Denmark,7th,,,,,,,,,,,,,42248.0,,,,,46098.0,,,,47050.0,,,50720.0,,,49635.0,,,48718.0,,54656.0,55750.0,56625.0,57602.0,58099.0,60414.0,61375.0,58732.0,
Denmark,8th,,,,,,,,,,,,,48259.0,,,,,52542.0,,,,54133.0,,,57540.0,,,57157.0,,,56245.0,,63515.0,64932.0,65920.0,66836.0,67543.0,70550.0,71761.0,68436.0,
Denmark,9th,,,,,,,,,,,,,56407.0,,,,,61361.0,,,,63254.0,,,67342.0,,,67184.0,,,66663.0,,75729.0,77156.0,78669.0,79713.0,80651.0,84017.0,85683.0,81802.0,
Denmark,10th,,,,,,,,,,,,,74541.0,,,,,81702.0,,,,83486.0,,,89608.0,,,90076.0,,,90321.0,,104236.0,106058.0,108361.0,109606.0,112437.0,116313.0,119468.0,114225.0,
Estonia,1st,,,,,,,,,,,,,,,,,,,,,,316.33,,,488.43,,,1435.0,,,1166.0,,,285.0,,,,,,,
Estonia,2nd,,,,,,,,,,,,,,,,,,,,,,747.47,,,1019.0,,,903.44,,,222.6,,,503.8,,,,,,,
Estonia,3rd,,,,,,,,,,,,,,,,,,,,,,3620.0,,,5751.0,,,4450.0,,,2904.0,,,5290.0,,,,,,,
Estonia,4th,,,,,,,,,,,,,,,,,,,,,,5193.0,,,10075.0,,,6356.0,,,7721.0,,,12302.0,,,,,,,
Estonia,5th,,,,,,,,,,,,,,,,,,,,,,8015.0,,,13494.0,,,9971.0,,,11425.0,,,16338.0,,,,,,,
Estonia,6th,,,,,,,,,,,,,,,,,,,,,,10196.0,,,16188.0,,,13480.0,,,15258.0,,,20078.0,,,,,,,
Estonia,7th,,,,,,,,,,,,,,,,,,,,,,12224.0,,,18769.0,,,16657.0,,,19410.0,,,23657.0,,,,,,,
Estonia,8th,,,,,,,,,,,,,,,,,,,,,,15141.0,,,22513.0,,,19989.0,,,23335.0,,,28822.0,,,,,,,
Estonia,9th,,,,,,,,,,,,,,,,,,,,,,19502.0,,,27651.0,,,24596.0,,,29592.0,,,35774.0,,,,,,,
Estonia,10th,,,,,,,,,,,,,,,,,,,,,,29924.0,,,39824.0,,,35388.0,,,44757.0,,,50999.0,,,,,,,
Finland,1st,,,,,5520.0,,,,5883.0,,,,3896.0,,,,,2868.0,,,,3184.0,,,5823.0,,,4935.0,,,4989.0,,,4157.0,,,,,,,
Finland,2nd,,,,,11546.0,,,,12112.0,,,,8668.0,,,,,8965.0,,,,10662.0,,,13960.0,,,13064.0,,,14072.0,,,13709.0,,,,,,,
Finland,3rd,,,,,15905.0,,,,16729.0,,,,13042.0,,,,,14966.0,,,,17041.0,,,19626.0,,,19305.0,,,19815.0,,,20256.0,,,,,,,
Finland,4th,,,,,19857.0,,,,20417.0,,,,16554.0,,,,,19694.0,,,,22118.0,,,25257.0,,,25250.0,,,25374.0,,,25848.0,,,,,,,
Finland,5th,,,,,23299.0,,,,24147.0,,,,20541.0,,,,,23828.0,,,,27147.0,,,30113.0,,,30002.0,,,30398.0,,,31053.0,,,,,,,
Finland,6th,,,,,26478.0,,,,27878.0,,,,25245.0,,,,,28766.0,,,,31715.0,,,34892.0,,,35417.0,,,36144.0,,,35945.0,,,,,,,
Finland,7th,,,,,29997.0,,,,31887.0,,,,28584.0,,,,,33612.0,,,,36806.0,,,40567.0,,,41232.0,,,41339.0,,,41702.0,,,,,,,
Finland,8th,,,,,33945.0,,,,36145.0,,,,34100.0,,,,,39055.0,,,,43414.0,,,47022.0,,,48012.0,,,48967.0,,,48673.0,,,,,,,
Finland,9th,,,,,39411.0,,,,42267.0,,,,40818.0,,,,,46798.0,,,,51969.0,,,55880.0,,,57829.0,,,58874.0,,,58392.0,,,,,,,
Finland,10th,,,,,52008.0,,,,56081.0,,,,54419.0,,,,,65227.0,,,,72083.0,,,79762.0,,,78690.0,,,82067.0,,,84277.0,,,,,,,
France,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,8th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,9th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,10th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,1st,3315.0,,538.28,1240.0,1508.0,929.31,1470.0,2421.0,2959.0,2658.0,2097.0,1921.0,1889.0,1441.0,949.73,1921.0,1716.0,1696.0,2314.0,1085.0,1554.0,1542.0,1191.0,1306.0,1251.0,962.58,929.38,860.15,1279.0,997.94,954.1,1623.0,1544.0,1508.0,928.15,1044.0,671.34,484.28,1759.0,350.3,
Germany,2nd,18214.0,,13205.0,13426.0,14320.0,14987.0,16412.0,16730.0,13860.0,13208.0,12620.0,13457.0,13113.0,11155.0,14243.0,13921.0,12123.0,11417.0,8133.0,6342.0,6936.0,5727.0,5023.0,4697.0,5487.0,5078.0,6100.0,4795.0,5627.0,5872.0,6215.0,6104.0,6928.0,7920.0,8258.0,7749.0,7219.0,6714.0,10580.0,7690.0,
Germany,3rd,23313.0,,19994.0,21089.0,21577.0,22620.0,23637.0,23518.0,20902.0,19325.0,20464.0,19032.0,21201.0,20545.0,19103.0,20826.0,20796.0,20115.0,18912.0,17957.0,18298.0,16008.0,13482.0,12127.0,15391.0,13646.0,11113.0,14053.0,15081.0,15517.0,13981.0,12929.0,13421.0,15833.0,15656.0,15689.0,16520.0,18396.0,19940.0,20697.0,
Germany,4th,26835.0,,24984.0,25659.0,25929.0,27755.0,28309.0,29258.0,24726.0,25589.0,25898.0,25364.0,25527.0,25855.0,25431.0,26220.0,27013.0,26674.0,25900.0,26430.0,24024.0,24259.0,21730.0,22581.0,21867.0,24077.0,23532.0,23001.0,23935.0,22914.0,22649.0,22834.0,23067.0,22985.0,24040.0,26379.0,26222.0,28209.0,29624.0,27125.0,
Germany,5th,30811.0,,28015.0,30172.0,31726.0,33126.0,32894.0,33788.0,30349.0,30102.0,30666.0,30337.0,29223.0,30460.0,31170.0,31167.0,31610.0,32557.0,30483.0,30229.0,30406.0,29731.0,27893.0,30331.0,29712.0,28911.0,29227.0,29318.0,30034.0,29767.0,29563.0,29702.0,31498.0,33207.0,32871.0,34700.0,35237.0,35595.0,35915.0,36314.0,
Germany,6th,34774.0,,33880.0,34356.0,33771.0,36315.0,37252.0,39069.0,34816.0,35591.0,35649.0,35279.0,36362.0,35723.0,33974.0,35800.0,37418.0,36574.0,35274.0,35710.0,36212.0,35672.0,34572.0,35028.0,35879.0,35700.0,36025.0,35962.0,35752.0,36172.0,36251.0,35989.0,38013.0,39375.0,40593.0,41796.0,42591.0,43237.0,44295.0,42963.0,
Germany,7th,39643.0,,37460.0,39575.0,40146.0,42854.0,43261.0,44062.0,40794.0,41016.0,41912.0,40532.0,42909.0,42189.0,41438.0,42418.0,43049.0,43739.0,39484.0,42522.0,41288.0,40945.0,39480.0,41052.0,41089.0,41277.0,41493.0,42574.0,43134.0,43209.0,43390.0,43622.0,45469.0,45832.0,46492.0,48110.0,49749.0,51157.0,52066.0,51051.0,
Germany,8th,46010.0,,44517.0,46055.0,47466.0,49146.0,50104.0,50647.0,47507.0,48559.0,48343.0,47720.0,48427.0,49515.0,48427.0,49475.0,50417.0,50156.0,49048.0,49815.0,49552.0,48138.0,48200.0,48757.0,49321.0,49736.0,49754.0,50646.0,51362.0,50941.0,51427.0,52202.0,53007.0,55564.0,55830.0,57593.0,58549.0,59323.0,62419.0,59552.0,
Germany,9th,54498.0,,51574.0,53932.0,56088.0,59028.0,59571.0,61896.0,59376.0,59040.0,58270.0,58555.0,58535.0,57864.0,58998.0,60878.0,61756.0,60965.0,59575.0,60511.0,60398.0,60372.0,59460.0,60857.0,59583.0,60082.0,62069.0,63699.0,64088.0,63298.0,64470.0,65670.0,66121.0,67860.0,68454.0,70233.0,70868.0,73804.0,74744.0,72070.0,
Germany,10th,75699.0,,69077.0,71508.0,74746.0,77389.0,79602.0,82144.0,78714.0,80352.0,77427.0,78556.0,80014.0,81625.0,79578.0,82504.0,86553.0,85877.0,88447.0,90461.0,88143.0,86712.0,87077.0,88239.0,89549.0,88915.0,88002.0,89534.0,92363.0,92285.0,92875.0,91610.0,92191.0,98543.0,97365.0,101542.0,102765.0,105545.0,106929.0,106496.0,
Greece,1st,,,,,,,,,,,,,,,,,,,,,,,,6252.0,7205.0,6984.0,6887.0,5168.0,5101.0,3182.0,3331.0,3594.0,3275.0,4631.0,4553.0,4129.0,4420.0,3037.0,4285.0,,
Greece,2nd,,,,,,,,,,,,,,,,,,,,,,,,11491.0,12234.0,11832.0,11363.0,10251.0,8062.0,7347.0,6986.0,7279.0,7350.0,8462.0,8368.0,8120.0,8945.0,7316.0,8383.0,,
Greece,3rd,,,,,,,,,,,,,,,,,,,,,,,,13269.0,13025.0,13296.0,14609.0,12145.0,11506.0,8770.0,9771.0,9519.0,9678.0,11484.0,9729.0,11086.0,11708.0,10509.0,12504.0,,
Greece,4th,,,,,,,,,,,,,,,,,,,,,,,,17260.0,18606.0,19276.0,17411.0,16288.0,10322.0,10299.0,6743.0,9471.0,11076.0,12166.0,12851.0,13389.0,13876.0,12338.0,14899.0,,
Greece,5th,,,,,,,,,,,,,,,,,,,,,,,,21016.0,21252.0,20707.0,23604.0,18936.0,13229.0,8252.0,10664.0,10788.0,10620.0,13185.0,15210.0,15886.0,16322.0,16847.0,17625.0,,
Greece,6th,,,,,,,,,,,,,,,,,,,,,,,,25430.0,26936.0,27960.0,27180.0,22724.0,19941.0,14966.0,11482.0,11987.0,12642.0,15290.0,16613.0,19708.0,21443.0,19104.0,19925.0,,
Greece,7th,,,,,,,,,,,,,,,,,,,,,,,,30252.0,32179.0,31822.0,33490.0,27562.0,21746.0,19835.0,15443.0,17024.0,15871.0,19856.0,21824.0,24148.0,23750.0,24145.0,24706.0,,
Greece,8th,,,,,,,,,,,,,,,,,,,,,,,,36366.0,38730.0,39099.0,38963.0,33208.0,28087.0,24913.0,21878.0,22918.0,23675.0,27043.0,25105.0,27320.0,29785.0,27155.0,29124.0,,
Greece,9th,,,,,,,,,,,,,,,,,,,,,,,,47695.0,48765.0,47589.0,47087.0,39684.0,34299.0,28147.0,27944.0,28437.0,28705.0,32264.0,31173.0,31780.0,34657.0,32337.0,33681.0,,
Greece,10th,,,,,,,,,,,,,,,,,,,,,,,,71800.0,70531.0,72758.0,70266.0,59818.0,49092.0,42093.0,41028.0,40994.0,42603.0,44181.0,43786.0,46060.0,48900.0,48829.0,50770.0,,
Hungary,1st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,3rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,4th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,5th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,6th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,7th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
