countries,decomposition,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Austria,6th,,,,,,,,,,,,30120.0,29839.0,29289.0,29057.0,29161.0,30522.0,29573.0,,,31524.0,32415.0,31740.0,31858.0,33449.0,34103.0,34867.0,34888.0,34314.0,33932.0,34509.0,34285.0,34068.0,35825.0,35457.0,35076.0,35872.0,36111.0,36029.0,36741.0,
Austria,7th,,,,,,,,,,,,34702.0,33867.0,32809.0,32302.0,32780.0,34170.0,33072.0,,,35396.0,36322.0,35351.0,35757.0,37663.0,38396.0,39122.0,39202.0,38934.0,37784.0,39108.0,38147.0,38478.0,40194.0,39626.0,39548.0,40010.0,40432.0,40270.0,40976.0,
Austria,8th,,,,,,,,,,,,39630.0,38442.0,37018.0,36810.0,36843.0,38275.0,36629.0,,,39929.0,41068.0,40197.0,40755.0,43207.0,43608.0,44838.0,44695.0,44077.0,43482.0,44162.0,43138.0,43287.0,45553.0,45267.0,45063.0,46175.0,46083.0,46259.0,46755.0,
Austria,9th,,,,,,,,,,,,46742.0,44537.0,42619.0,43066.0,42776.0,45304.0,43461.0,,,46841.0,48476.0,46464.0,47408.0,51493.0,51081.0,52802.0,53035.0,52505.0,50359.0,52276.0,50455.0,50728.0,54073.0,53657.0,53121.0,54233.0,54870.0,54608.0,54519.0,
Austria,10th,,,,,,,,,,,,61828.0,57225.0,54281.0,53794.0,58085.0,59535.0,57299.0,,,62248.0,67279.0,62456.0,63824.0,70235.0,68111.0,74093.0,70967.0,70819.0,67688.0,72035.0,69340.0,68503.0,73252.0,72677.0,70720.0,72839.0,71356.0,71499.0,73872.0,
Belgium,1st,,,10224.0,,,10553.0,,,,11039.0,,,11108.0,,10947.0,,,11573.0,,,11030.0,12288.0,12006.0,11898.0,12190.0,12546.0,12316.0,12522.0,12135.0,12631.0,12423.0,12788.0,12910.0,12876.0,12751.0,13923.0,14166.0,14922.0,15068.0,,
Belgium,2nd,,,13117.0,,,13475.0,,,,14544.0,,,15055.0,,15244.0,,,15684.0,,,15599.0,16119.0,16398.0,16347.0,16756.0,16942.0,16926.0,16762.0,16519.0,17034.0,17030.0,17217.0,17471.0,17211.0,17301.0,18314.0,18943.0,19775.0,20044.0,,
Belgium,3rd,,,15073.0,,,15685.0,,,,16651.0,,,17991.0,,18355.0,,,18805.0,,,18729.0,19108.0,19700.0,19826.0,20192.0,20598.0,20458.0,20524.0,19894.0,20845.0,20477.0,20546.0,20939.0,20865.0,21105.0,21883.0,22439.0,23382.0,23893.0,,
Belgium,4th,,,16858.0,,,17714.0,,,,19057.0,,,21103.0,,20864.0,,,22367.0,,,21713.0,22186.0,22811.0,23234.0,23543.0,24032.0,24209.0,24169.0,23392.0,24369.0,24165.0,24201.0,24472.0,24449.0,25226.0,26050.0,26586.0,27254.0,28067.0,,
Belgium,5th,,,19037.0,,,19948.0,,,,21246.0,,,24122.0,,23536.0,,,25367.0,,,24830.0,25599.0,26149.0,26815.0,27060.0,27650.0,27732.0,27811.0,27186.0,28325.0,27964.0,27733.0,28299.0,28052.0,28920.0,29727.0,30341.0,30873.0,32102.0,,
Belgium,6th,,,21349.0,,,22154.0,,,,23591.0,,,27011.0,,26773.0,,,28630.0,,,27883.0,28939.0,29361.0,30319.0,30592.0,31214.0,31536.0,31812.0,30862.0,32059.0,31818.0,31618.0,32479.0,32187.0,32835.0,33146.0,33985.0,34561.0,35818.0,,
Belgium,7th,,,23447.0,,,24512.0,,,,26381.0,,,30226.0,,30079.0,,,31684.0,,,31252.0,32500.0,32804.0,33626.0,34197.0,34890.0,35245.0,35413.0,34623.0,36008.0,35893.0,35699.0,36885.0,36040.0,36525.0,37116.0,37802.0,38378.0,40119.0,,
Belgium,8th,,,26076.0,,,27228.0,,,,29301.0,,,33856.0,,33562.0,,,35868.0,,,35474.0,36290.0,36979.0,38106.0,38941.0,39583.0,39780.0,39720.0,38826.0,40385.0,40180.0,40042.0,41385.0,40490.0,40892.0,41464.0,42739.0,42938.0,44800.0,,
Belgium,9th,,,30145.0,,,31197.0,,,,33198.0,,,39032.0,,38842.0,,,42109.0,,,40704.0,42105.0,42986.0,44173.0,44414.0,45337.0,45700.0,45702.0,44811.0,46205.0,46228.0,46393.0,47279.0,46185.0,47195.0,47534.0,49437.0,48543.0,51330.0,,
Belgium,10th,,,37785.0,,,40180.0,,,,41710.0,,,51884.0,,49865.0,,,57050.0,,,53092.0,54935.0,57622.0,57829.0,57682.0,57902.0,61011.0,59398.0,57818.0,58758.0,59883.0,59652.0,60869.0,60037.0,60078.0,61368.0,63659.0,61737.0,66929.0,,
Canada,1st,,7466.0,7975.0,8861.0,9212.0,9329.0,9399.0,9266.0,8811.0,9251.0,8952.0,9143.0,9029.0,8852.0,8791.0,8975.0,9087.0,9197.0,9515.0,9484.0,9566.0,9378.0,9694.0,10281.0,10865.0,10649.0,10745.0,11175.0,11240.0,10522.0,10569.0,11201.0,10874.0,11766.0,11961.0,12444.0,12862.0,16062.0,15241.0,,
Canada,2nd,,12448.0,13109.0,14226.0,14449.0,14944.0,15360.0,14963.0,14317.0,14464.0,13987.0,14469.0,14239.0,13305.0,13558.0,13913.0,14326.0,14507.0,14916.0,14946.0,14862.0,15049.0,15540.0,15987.0,16729.0,16706.0,16688.0,16863.0,17231.0,17110.0,17166.0,17806.0,17418.0,18090.0,18522.0,19031.0,19355.0,22104.0,21225.0,,
Canada,3rd,,16313.0,16596.0,17818.0,18197.0,18555.0,19127.0,18630.0,17858.0,18077.0,17412.0,17970.0,17796.0,16669.0,16800.0,17314.0,17778.0,18016.0,18609.0,18722.0,18502.0,18972.0,19454.0,19768.0,20793.0,20789.0,20746.0,21160.0,21623.0,21647.0,21506.0,22652.0,22147.0,22523.0,22991.0,23667.0,23964.0,26435.0,25955.0,,
Canada,4th,,19713.0,20150.0,21170.0,21477.0,21896.0,22483.0,22094.0,21105.0,21461.0,20662.0,21240.0,20973.0,19696.0,19755.0,20556.0,21073.0,21461.0,22096.0,22311.0,22189.0,22733.0,23251.0,23586.0,24656.0,25063.0,25142.0,25141.0,25673.0,25879.0,26110.0,26944.0,26853.0,26806.0,27454.0,28116.0,28498.0,30671.0,30383.0,,
Canada,5th,,22966.0,23459.0,24460.0,24657.0,25427.0,25790.0,25496.0,24299.0,24653.0,23916.0,24463.0,24225.0,22911.0,23040.0,23812.0,24355.0,24888.0,25725.0,26065.0,25864.0,26292.0,26949.0,27426.0,28423.0,28911.0,29114.0,29516.0,29889.0,30091.0,30639.0,30996.0,31342.0,31248.0,31936.0,32538.0,32869.0,34824.0,34585.0,,
Canada,6th,,26237.0,26854.0,27713.0,28156.0,28742.0,29347.0,29035.0,27768.0,28080.0,27474.0,27728.0,27644.0,26255.0,26488.0,27292.0,28052.0,28477.0,29472.0,29876.0,29746.0,30412.0,31261.0,31644.0,32863.0,33360.0,33702.0,33954.0,34338.0,34881.0,35353.0,35574.0,36076.0,35942.0,36940.0,37106.0,37491.0,39457.0,39172.0,,
Canada,7th,,29895.0,30500.0,31454.0,31778.0,32618.0,33322.0,33040.0,31704.0,31916.0,31315.0,31640.0,31402.0,29841.0,30220.0,31164.0,32082.0,32762.0,33878.0,34215.0,33944.0,34823.0,35863.0,36243.0,37553.0,38381.0,38413.0,38511.0,39169.0,40053.0,40886.0,41026.0,41209.0,41150.0,42250.0,42376.0,42850.0,44659.0,44284.0,,
Canada,8th,,34556.0,35214.0,35963.0,36616.0,37470.0,38055.0,37551.0,36484.0,36614.0,35696.0,36332.0,35972.0,34480.0,34808.0,36046.0,37144.0,38080.0,39532.0,39590.0,39788.0,40411.0,41429.0,42228.0,43770.0,44487.0,44782.0,44820.0,45362.0,46330.0,48073.0,47441.0,47692.0,47275.0,48971.0,49015.0,49426.0,51438.0,50959.0,,
Canada,9th,,41086.0,41730.0,42327.0,43284.0,44226.0,44836.0,44233.0,43020.0,43423.0,42034.0,43003.0,42611.0,41146.0,41671.0,42852.0,44383.0,45291.0,47324.0,47539.0,47589.0,48639.0,49322.0,50376.0,52350.0,53623.0,53769.0,53828.0,54871.0,55411.0,57756.0,56504.0,58017.0,56447.0,58698.0,58722.0,59285.0,60955.0,60421.0,,
Canada,10th,,54020.0,55061.0,56063.0,57579.0,58157.0,58189.0,58238.0,57234.0,56274.0,55188.0,56156.0,56301.0,55142.0,55997.0,58850.0,60064.0,62383.0,64835.0,65217.0,64618.0,67037.0,68651.0,70462.0,72383.0,73724.0,75733.0,74226.0,75738.0,75741.0,80469.0,77944.0,80070.0,78521.0,81000.0,81037.0,79533.0,81752.0,82801.0,,
Chile,1st,,,,,,,,798.41,,1101.0,,1001.0,,1260.0,,1309.0,,1230.0,,,1379.0,,,1690.0,,,1866.0,,2111.0,,2587.0,,2839.0,,2977.0,,,,,,
Chile,2nd,,,,,,,,1476.0,,1771.0,,1867.0,,2136.0,,2231.0,,2332.0,,,2427.0,,,2897.0,,,3205.0,,3416.0,,4125.0,,4460.0,,4660.0,,,,,,
Chile,3rd,,,,,,,,1948.0,,2349.0,,2552.0,,2886.0,,3015.0,,3130.0,,,3238.0,,,3835.0,,,4123.0,,4429.0,,5335.0,,5716.0,,5982.0,,,,,,
Chile,4th,,,,,,,,2468.0,,2948.0,,3261.0,,3723.0,,3869.0,,3980.0,,,4086.0,,,4790.0,,,5091.0,,5490.0,,6497.0,,6991.0,,7358.0,,,,,,
Chile,5th,,,,,,,,3045.0,,3607.0,,4060.0,,4589.0,,4803.0,,4898.0,,,5047.0,,,5825.0,,,6135.0,,6602.0,,7805.0,,8345.0,,8799.0,,,,,,
Chile,6th,,,,,,,,3757.0,,4408.0,,5069.0,,5575.0,,5896.0,,6010.0,,,6140.0,,,7089.0,,,7381.0,,7886.0,,9264.0,,9946.0,,10470.0,,,,,,
Chile,7th,,,,,,,,4632.0,,5407.0,,6285.0,,6997.0,,7319.0,,7470.0,,,7570.0,,,8625.0,,,9023.0,,9519.0,,11233.0,,12064.0,,12650.0,,,,,,
Chile,8th,,,,,,,,5911.0,,6988.0,,8127.0,,9038.0,,9493.0,,9568.0,,,9734.0,,,10923.0,,,11403.0,,11902.0,,14013.0,,15084.0,,15803.0,,,,,,
Chile,9th,,,,,,,,8234.0,,9820.0,,11540.0,,12866.0,,13454.0,,13708.0,,,13917.0,,,15216.0,,,15576.0,,16543.0,,19203.0,,20501.0,,21541.0,,,,,,
Chile,10th,,,,,,,,17045.0,,19331.0,,22645.0,,24717.0,,26857.0,,28119.0,,,27026.0,,,28466.0,,,30984.0,,32263.0,,36369.0,,38550.0,,40930.0,,,,,,
Colombia,1st,,,,,,,,,,,,,,,,,,,495.35,475.37,555.7,591.26,682.22,734.27,502.08,603.99,739.95,853.1,938.64,944.86,948.8,1021.0,1108.0,1145.0,1180.0,1122.0,1010.0,653.06,849.88,710.7,
Colombia,2nd,,,,,,,,,,,,,,,,,,,1387.0,1276.0,1364.0,1351.0,1532.0,1590.0,1420.0,1542.0,1677.0,1833.0,2016.0,2022.0,2102.0,2223.0,2335.0,2346.0,2440.0,2377.0,2209.0,1777.0,1935.0,1918.0,
Colombia,3rd,,,,,,,,,,,,,,,,,,,2081.0,1947.0,2056.0,2053.0,2234.0,2248.0,2189.0,2313.0,2472.0,2667.0,2868.0,2918.0,3055.0,3226.0,3323.0,3356.0,3400.0,3374.0,3247.0,2742.0,2885.0,2962.0,
Colombia,4th,,,,,,,,,,,,,,,,,,,2660.0,2500.0,2653.0,2627.0,2843.0,2882.0,2939.0,3063.0,3200.0,3425.0,3657.0,3797.0,3979.0,4161.0,4236.0,4242.0,4285.0,4326.0,4197.0,3663.0,3772.0,3875.0,
Colombia,5th,,,,,,,,,,,,,,,,,,,3307.0,3167.0,3314.0,3257.0,3520.0,3599.0,3740.0,3913.0,4026.0,4274.0,4595.0,4795.0,5008.0,5243.0,5331.0,5309.0,5343.0,5350.0,5214.0,4525.0,4660.0,4830.0,
Colombia,6th,,,,,,,,,,,,,,,,,,,4074.0,4003.0,4158.0,4105.0,4420.0,4479.0,4797.0,4977.0,5077.0,5393.0,5803.0,6012.0,6304.0,6579.0,6666.0,6618.0,6592.0,6645.0,6471.0,5607.0,5769.0,6066.0,
Colombia,7th,,,,,,,,,,,,,,,,,,,5118.0,5149.0,5184.0,5238.0,5589.0,5643.0,6179.0,6363.0,6460.0,6864.0,7302.0,7550.0,7864.0,8204.0,8267.0,8114.0,8081.0,8197.0,8059.0,7126.0,7226.0,7667.0,
Colombia,8th,,,,,,,,,,,,,,,,,,,6607.0,6633.0,6715.0,6705.0,7166.0,7235.0,8151.0,8331.0,8371.0,8908.0,9445.0,9647.0,10035.0,10419.0,10395.0,10114.0,10092.0,10200.0,10139.0,9077.0,9174.0,9880.0,
Colombia,9th,,,,,,,,,,,,,,,,,,,9240.0,9390.0,9343.0,9382.0,9992.0,10021.0,11474.0,11696.0,11603.0,12400.0,13034.0,13105.0,13673.0,14193.0,13945.0,13494.0,13379.0,13569.0,13554.0,12425.0,12509.0,13738.0,
Colombia,10th,,,,,,,,,,,,,,,,,,,17580.0,17832.0,17387.0,17750.0,19095.0,18783.0,21858.0,21907.0,21390.0,23157.0,23770.0,23415.0,24501.0,25334.0,24199.0,23579.0,23238.0,23415.0,23951.0,22446.0,22410.0,26620.0,
Czech Republic,1st,,,,,,,,,,5978.0,,,,6140.0,,,,,,6694.0,,6681.0,,,8287.0,,,8226.0,,,8145.0,,,9131.0,,,,,,,
Czech Republic,2nd,,,,,,,,,,7549.0,,,,8139.0,,,,,,8655.0,,9318.0,,,11153.0,,,11465.0,,,11083.0,,,12478.0,,,,,,,
Czech Republic,3rd,,,,,,,,,,8483.0,,,,9386.0,,,,,,10021.0,,10900.0,,,12899.0,,,13262.0,,,13131.0,,,14454.0,,,,,,,
Czech Republic,4th,,,,,,,,,,9270.0,,,,10481.0,,,,,,11231.0,,12081.0,,,14378.0,,,14862.0,,,14611.0,,,16245.0,,,,,,,
Czech Republic,5th,,,,,,,,,,10148.0,,,,11648.0,,,,,,12463.0,,13446.0,,,16067.0,,,16506.0,,,16126.0,,,18164.0,,,,,,,
Czech Republic,6th,,,,,,,,,,10960.0,,,,13062.0,,,,,,13750.0,,15077.0,,,17861.0,,,18521.0,,,17879.0,,,20203.0,,,,,,,
Czech Republic,7th,,,,,,,,,,11905.0,,,,14657.0,,,,,,15427.0,,16883.0,,,19858.0,,,20659.0,,,19940.0,,,22486.0,,,,,,,
Czech Republic,8th,,,,,,,,,,13129.0,,,,16574.0,,,,,,17510.0,,19588.0,,,22382.0,,,23365.0,,,22752.0,,,25504.0,,,,,,,
Czech Republic,9th,,,,,,,,,,14863.0,,,,19522.0,,,,,,20799.0,,22788.0,,,26331.0,,,27283.0,,,26574.0,,,29880.0,,,,,,,
Czech Republic,10th,,,,,,,,,,18838.0,,,,26142.0,,,,,,28555.0,,30882.0,,,34871.0,,,37821.0,,,36411.0,,,40128.0,,,,,,,
Denmark,1st,,,,,10785.0,,,,,11080.0,,,13245.0,,,,,13907.0,,,,14441.0,,,14622.0,,,14793.0,,,14681.0,,12229.0,12335.0,12487.0,12743.0,12920.0,13501.0,13772.0,12769.0,
Denmark,2nd,,,,,14533.0,,,,,15041.0,,,16867.0,,,,,17511.0,,,,18370.0,,,18980.0,,,19352.0,,,19100.0,,18226.0,18380.0,18549.0,19001.0,19175.0,19799.0,20028.0,19186.0,
Denmark,3rd,,,,,18006.0,,,,,17961.0,,,19788.0,,,,,20761.0,,,,21637.0,,,22478.0,,,22633.0,,,22144.0,,21375.0,21633.0,21878.0,22348.0,22557.0,23241.0,23423.0,22490.0,
Denmark,4th,,,,,21523.0,,,,,21016.0,,,22797.0,,,,,24013.0,,,,25025.0,,,26119.0,,,26166.0,,,25433.0,,24486.0,24764.0,25044.0,25607.0,25866.0,26736.0,27066.0,25890.0,
Denmark,5th,,,,,24421.0,,,,,23750.0,,,25453.0,,,,,26923.0,,,,28191.0,,,29420.0,,,29676.0,,,28746.0,,27727.0,28089.0,28448.0,29079.0,29335.0,30382.0,30806.0,29368.0,
Denmark,6th,,,,,26957.0,,,,,26260.0,,,27935.0,,,,,29610.0,,,,31111.0,,,32487.0,,,33068.0,,,32036.0,,31076.0,31466.0,31915.0,32617.0,32931.0,34233.0,34670.0,32950.0,
Denmark,7th,,,,,29549.0,,,,,28873.0,,,30535.0,,,,,32423.0,,,,34160.0,,,35636.0,,,36577.0,,,35612.0,,34736.0,35187.0,35674.0,36512.0,36826.0,38416.0,38892.0,36879.0,
Denmark,8th,,,,,32629.0,,,,,31857.0,,,33571.0,,,,,35773.0,,,,37820.0,,,39391.0,,,40720.0,,,39795.0,,39067.0,39654.0,40273.0,41136.0,41507.0,43375.0,43999.0,41743.0,
Denmark,9th,,,,,37451.0,,,,,35779.0,,,37851.0,,,,,40372.0,,,,42681.0,,,44622.0,,,46349.0,,,45649.0,,45187.0,45887.0,46662.0,47750.0,48189.0,50275.0,51101.0,48593.0,
Denmark,10th,,,,,49143.0,,,,,44084.0,,,46739.0,,,,,50201.0,,,,52894.0,,,55713.0,,,58679.0,,,58427.0,,59471.0,60427.0,61486.0,62908.0,63879.0,66212.0,67948.0,65141.0,
Estonia,1st,,,,,,,,,,,,,,,,,,2324.0,,,,2881.0,,,5037.0,,,4026.0,,,4318.0,,,6410.0,,,,,,,
Estonia,2nd,,,,,,,,,,,,,,,,,,3539.0,,,,4593.0,,,7018.0,,,6624.0,,,6843.0,,,8921.0,,,,,,,
Estonia,3rd,,,,,,,,,,,,,,,,,,4442.0,,,,5761.0,,,8952.0,,,8044.0,,,8655.0,,,11574.0,,,,,,,
Estonia,4th,,,,,,,,,,,,,,,,,,5255.0,,,,6901.0,,,10827.0,,,9582.0,,,10440.0,,,13904.0,,,,,,,
Estonia,5th,,,,,,,,,,,,,,,,,,6204.0,,,,8171.0,,,12742.0,,,11161.0,,,12465.0,,,16756.0,,,,,,,
Estonia,6th,,,,,,,,,,,,,,,,,,7191.0,,,,9449.0,,,14616.0,,,13019.0,,,14978.0,,,19662.0,,,,,,,
Estonia,7th,,,,,,,,,,,,,,,,,,8534.0,,,,11189.0,,,16760.0,,,15243.0,,,17936.0,,,22873.0,,,,,,,
Estonia,8th,,,,,,,,,,,,,,,,,,10107.0,,,,13365.0,,,19602.0,,,17697.0,,,21213.0,,,26920.0,,,,,,,
Estonia,9th,,,,,,,,,,,,,,,,,,13017.0,,,,16560.0,,,23742.0,,,21863.0,,,26364.0,,,32143.0,,,,,,,
Estonia,10th,,,,,,,,,,,,,,,,,,19761.0,,,,25216.0,,,33181.0,,,29903.0,,,38045.0,,,46203.0,,,,,,,
Finland,1st,,,,,10149.0,,,,10908.0,,,,10462.0,,,,,10978.0,,,,11830.0,,,12341.0,,,12942.0,,,13139.0,,,13664.0,,,,,,,
Finland,2nd,,,,,13410.0,,,,14884.0,,,,13503.0,,,,,14025.0,,,,15523.0,,,16323.0,,,16911.0,,,17213.0,,,17738.0,,,,,,,
Finland,3rd,,,,,15594.0,,,,17427.0,,,,15607.0,,,,,16329.0,,,,18388.0,,,19820.0,,,20361.0,,,20475.0,,,20917.0,,,,,,,
Finland,4th,,,,,17668.0,,,,19584.0,,,,17352.0,,,,,18713.0,,,,21099.0,,,22989.0,,,23561.0,,,23563.0,,,23874.0,,,,,,,
Finland,5th,,,,,19499.0,,,,21419.0,,,,19100.0,,,,,20998.0,,,,23883.0,,,26183.0,,,26668.0,,,26628.0,,,26750.0,,,,,,,
Finland,6th,,,,,21254.0,,,,23397.0,,,,20848.0,,,,,23576.0,,,,26373.0,,,29105.0,,,29892.0,,,29688.0,,,29735.0,,,,,,,
Finland,7th,,,,,23213.0,,,,25583.0,,,,22850.0,,,,,26002.0,,,,29395.0,,,32487.0,,,33324.0,,,33171.0,,,33079.0,,,,,,,
Finland,8th,,,,,25394.0,,,,28177.0,,,,25351.0,,,,,28992.0,,,,33316.0,,,36430.0,,,37646.0,,,37434.0,,,37424.0,,,,,,,
Finland,9th,,,,,28600.0,,,,31640.0,,,,28752.0,,,,,33348.0,,,,38408.0,,,42296.0,,,43362.0,,,43479.0,,,42923.0,,,,,,,
Finland,10th,,,,,35121.0,,,,39159.0,,,,36293.0,,,,,44292.0,,,,50476.0,,,56194.0,,,56880.0,,,57515.0,,,58261.0,,,,,,,
France,1st,,8698.0,,,,,,9880.0,,,,,,9568.0,9657.0,10074.0,10156.0,10314.0,10642.0,11047.0,10845.0,10757.0,10598.0,10877.0,11009.0,11015.0,10960.0,10827.0,10797.0,10521.0,11068.0,10898.0,11050.0,11040.0,11099.0,11129.0,11041.0,11793.0,11295.0,11353.0,
France,2nd,,12513.0,,,,,,13387.0,,,,,,13630.0,13684.0,14218.0,14266.0,14477.0,14902.0,15489.0,15421.0,15471.0,15542.0,15689.0,15994.0,16203.0,16125.0,15874.0,15738.0,15667.0,15842.0,15889.0,15890.0,16052.0,16123.0,15825.0,16320.0,16780.0,16575.0,16577.0,
France,3rd,,14714.0,,,,,,15831.0,,,,,,16523.0,16534.0,17023.0,17185.0,17416.0,17877.0,18514.0,18474.0,18438.0,18679.0,18831.0,19139.0,19700.0,19510.0,19216.0,19108.0,18942.0,19208.0,19186.0,19340.0,19430.0,19615.0,19281.0,19849.0,20345.0,20254.0,20166.0,
France,4th,,16872.0,,,,,,18109.0,,,,,,18946.0,19001.0,19528.0,19681.0,20060.0,20559.0,21247.0,21170.0,21154.0,21336.0,21638.0,22013.0,22620.0,22466.0,22312.0,22087.0,21968.0,22146.0,22252.0,22303.0,22486.0,22646.0,22453.0,22932.0,23389.0,23527.0,23465.0,
France,5th,,19155.0,,,,,,20464.0,,,,,,21429.0,21507.0,22030.0,22271.0,22704.0,23219.0,23942.0,23881.0,23805.0,23993.0,24401.0,24769.0,25348.0,25283.0,25259.0,25029.0,24856.0,24967.0,25032.0,25232.0,25464.0,25557.0,25473.0,25835.0,26298.0,26515.0,26483.0,
France,6th,,21627.0,,,,,,23098.0,,,,,,24185.0,24258.0,24850.0,25110.0,25545.0,26092.0,26898.0,26728.0,26699.0,26976.0,27378.0,27848.0,28190.0,28460.0,28335.0,28219.0,27883.0,27986.0,28020.0,28128.0,28440.0,28628.0,28569.0,28966.0,29530.0,29709.0,29630.0,
France,7th,,24616.0,,,,,,26067.0,,,,,,27332.0,27458.0,28040.0,28364.0,28862.0,29512.0,30293.0,30094.0,30044.0,30391.0,30859.0,31441.0,31673.0,32019.0,31925.0,31902.0,31599.0,31464.0,31505.0,31619.0,31912.0,32162.0,32009.0,32579.0,33051.0,33338.0,33303.0,
France,8th,,28530.0,,,,,,29843.0,,,,,,31312.0,31556.0,32125.0,32634.0,33225.0,33980.0,34725.0,34652.0,34412.0,34639.0,35433.0,35972.0,36300.0,36721.0,36792.0,36723.0,36257.0,36322.0,36117.0,36465.0,36485.0,36738.0,36606.0,37276.0,37708.0,38179.0,38061.0,
France,9th,,34272.0,,,,,,35977.0,,,,,,37671.0,37785.0,38577.0,39401.0,40269.0,41077.0,41972.0,41512.0,41085.0,41673.0,42487.0,43269.0,43773.0,44304.0,44331.0,44538.0,43870.0,43729.0,43325.0,43736.0,43623.0,43852.0,43959.0,44730.0,45038.0,45516.0,45288.0,
France,10th,,48742.0,,,,,,50543.0,,,,,,52671.0,52846.0,53633.0,55941.0,57518.0,58450.0,60720.0,59009.0,59126.0,60643.0,61720.0,62408.0,63556.0,64009.0,64549.0,65166.0,63352.0,62750.0,60967.0,62447.0,62621.0,62941.0,63169.0,63713.0,62824.0,66174.0,64075.0,
